text,category
I would like to report that nbi clearance slot Balatas.,employment
"Kami po ay taga sa tapat ng Calauag, report ko lang na balay silangan status.",social_services
Urgent: drug overdose suspicion s tapat ng Robinsons Place.,health
Formal complaint: late registration birth located front of Fire Station.,social_services
Humihingi po kami ng tulong dahil tubig pump di gumagana sa Del Rosario.,utilities
Good day. Requesting assistance: contractualization issue Balatas.,employment
"PAKIUSAP, MAY PHILHEALTH COVERAGE TANONG SA SA MAY FIRE STATION.",health
"Concerned lang po kami sa mga bata, pet owners irresponsible sa likod ng Police Station 1.",sanitation
"kami po ay taga sa parking ng san francisco, report ko lang na aspalto natutunaw.",infrastructure
Huy pansinin niyo naman to. hindi dumaan ang garbage truck Coxcepcion Grande. Nakaka-stress!,waste_management
Saklolo. ng lalim ng lubak s daan San Felipe. Pls fix.,infrastructure
I would like to report that spitting momma everywhere malapit s Metropolitan Cathedral.,sanitation
Nais ko pong ipagbigay alam na pet owners irresponsible sa Peñafrancia.,sanitation
Help. cockroach in restaurant Concepcion Grande. Pls fix.,sanitation
We are requesting immediate assistaxce regarding air lock in tubig pipe near Igualdad.,utilities
Formal complaint: akyat bahay incident ipaalam located Sabang.,public_safety
URGENT: DRAG RACING NG MOTOR S GABI S TAPAT NG CARARAYAN.,public_safety
"Concerned lang po kami sa mga bata, falling tree branch Lerma.",public_safety
"Ask ko lang po kung may action na, bulky waste pickup request kasi dito inside the vicinity of Basilica Minore.",waste_management
Help. may sunog s residential area beside Panicuason. Pls fix.,public_safety
Report ko lng loading/unloading violation s may Peñafrancia Shrine.,traffic
Huy pansinin niyo naman to. wedding civil ceremony San Isidro. Nakaka-stress!,social_services
"Grabe naman, poaching of employees dito sa tapat ng Tabuco! Ano na??",employment
FORMAL COMPLAINT: TICKET CONTESTATION LOCATED ACROSS SAN FRANCISCO CHURCH.,traffic
Urgent: voyeurism report Pacol.,public_safety
Good day. Requesting assistance: nagluluto sa maduming bangketa near the gate of Fire Station.,sanitation
This is a notification about contract of service issue located at San Francisco.,employment
Sabihin ko lang po ang many langaw in palengke sa may Abella.,sanitation
Urgent: delivery truck blocking road malapit s Metro Health.,traffic
"Kami po ay taga near the gate of San Francisco Church, raise ng concern ko lang na drug rehabilitation referral.",social_services
I would like to ireport that guy wire dangerous Santa Cruz.,utilities
Alert: defective the roof of waiting shed detected at Lerma.,infrastructure
We need support with drunk driving suspicion around beside Diversion Road commercial area.,traffic
"ask ko lang po kung may action na, faded pedestrian lane markings kasi dito pacol.",traffic
"Kami po ay taga near the gate of NICC Doctors Hspital, report ko lang na maraming langaw sa palengke.",sanitation
"CONCERNED LANG PO KAMI SA MGA BATA, GARBAGE TRUCK NOISY BAGUMBAYAN.",waste_management
Urgent: open canal hazard beside Basilica Minore.,sanitation
"pakiusap, may overloading jeep sa tabuco.",traffic
Huy pansinin niyo naman to. leaking garbage truck juice Pacol. Nakaka-stress!,sanitation
Report ko lng composting facility foul odor s likod ng Basilica Minore.,waste_management
"Kami po ay taga Lerma, reklamo ko lang na biodegradable not collected.",waste_management
"CONCERNED LANG PO KAMI SA MGA BATA, ELECTROCUTION HAZARD SA TAPAT NG SAN FRANCISCO.",public_safety
Huy pansinin niyo naman to. discrimination against lgbt at work Sabang. Nakaka-stress!,employment
Nais ko pong ipagbigay alam na trapik rerouting kalituhan sa San Francisco.,traffic
Huy pansinin niyo naman to. discrimination sa hiring process Peñafrancia. Nakaka-stress!,employment
"Grabe naman, dirty apron food vendor dito inside the vicinity of Metropolitan Cathedral! Ano na??",sanitation
"Concerned lang po kami s mga bata, jeepney strike stranded sa may Ateneo de Naga.",traffic
Formal complaint: drainage disconnected located sa may Mother Seton Hospital.,infrastructure
Report ko lng methane gas smell near the gate of Barngay Hall.,waste_management
Formal compaint: lice infestation in school located sa likod ng Capitol.,health
"Kami po ay taga Cararayan, report ko lang na school supplies distribution.",social_services
Urgent: trash bins stolen inside the vicinity of Ateneo de Naga.,waste_management
"Ask ko lang po kung may action na, birthing home sanitation kasi dito malapit sa Robinsons Place.",health
Urgent: stagnant water in tires San Francisco.,sanitation
Report ko lng paano kumuha ng pwd id ixside the vicinity of Concepcion Pequeña.,social_services
Urgent: wrog reading electric meter along University of Nueva Caceres (UNC).,utilities
Huy pansinin niyo naman to. rusty water form faucet San Felipe. Nakaka-stress!,sanitation
I would like to report that animal cruelty report sa tapat ng Ateneo de Naga.,public_safety
Alert: dead cat on street detected at beside Basilica Minore.,sanitation
Formal complaint: job opening for senior high located Mabolo.,employment
Alert: substandard kalsada project detected at Del Rosario.,infrastructure
Formal complaint: pwd employment quota located near may Tinago High School.,employment
"Concerned lang po kami sa mga bata, when ang next job fair Sabang.",employment
Formal complaint: video karera machine located sa tapat ng San Francisco Church.,public_safety
Good day. Requesting assistance: educational assistance payout sa may Naga College Foundation (NCF).,social_services
Report ko lng rat bite concern Santa Cruz.,health
Pakitignan naman po ang certificate of residency sa beside SM City Naga. Salamat.,social_services
"Kami po ay taga Tabuco, reprt ko lang na mass wedding schedule.",social_services
Humihingi po kami ng ayuda dahil the deep of potholes in road sa sa parking ng Basilica Minore.,infrastructure
huy pansinin niyo naman to. grass cutting request sa parking ng fire station. nakaka-stress!,sanitation
We are requesting immediate assistance regarding special waste handling near Igualdad.,waste_management
Help. bus terminal chaotic Igualdad. Pls fix.,traffic
Help. nawalan ng internet connection s may LTO Naga. Pls fix.,utilities
"Ask ko lang po kung may action na, wasp nest removal kasi dito across Peñafrancia Shrine.",public_safety
Good day. Requesting assistance: utility pole obstruction Tingo.,utilities
formal complaint: tricycle rude driver located calauax.,traffic
"Kami po ay taga Bagumbayan, report ko lang na fruit game gambling.",public_safety
Good day. Requesting assistance: pay per view not working Carolina.,utilities
Huy pansinin niyo naman to. sanitary napkins on street Del Rosario. Nakaka-stress!,sanitation
"CONCERNED LANG PO KAMI LOC: MGA BATA, DIRTY UTENSILS IN CARINDERIA SANTA CRUZ.",sanitation
"Concerned lang po kami sa mga bata, stolen water meter Cararayan.",utilities
Urgent: animal bite center schedule Liboton.,health
Urgent: double parking s main road inside the vicinity of Naga Parochial School.,traffic
"Ask ko lang po kung may action na, philhealth coverage inquiry kasi dito Concepcion Pequeña.",health
Kindly check in front of City Hall due to hearing aid tuong.,social_services
Ipaalam ko lng public toilet walng tubig at madumi Dayngdng.,sanitation
"Grabe naman, no trash bins in plaza dito Peñafrancia! Ano na??",waste_management
"Grabe naman, footbridge rusted dito sa parking ng Concepcion Pequeña Elementary School! Ano na??",infrastructure
Urgent: flashing incident San Felipe.,public_safety
"Concerned lang po kami sa mga bata, sobrang dilim ng eskinita Sabang.",public_safety
Formal complaint: employer not paying SSS contribution located inside the vicinity of NICC Doctors Hospital.,employment
"ASK KO LANG PO KUNG MAY ACTION NA, DIRTY APRON FOOD VENDOR KASI DITO NEAR THE GATE OF IGLESIA NI CRISTO.",sanitation
Huy pansinin niyo naman to. appearance discrimination beside Ago Foundation. Nakaka-stress!,employment
Help. pedicab on highway s tapat ng Our Lady of Immaculate Conception. Pls fix.,traffic
"Ask ko lang po kung may action na, prime water complaint kasi dito Carolina.",utilities
"GRABE NAMAN, TEXTING WHILE DRIVING DITO ACROSS PUREGOLD! ANO NA??",traffic
Urgent: hospital waste mixed with trash s likod ng Peñafrancia Shrine.,sanitation
Formal complaint: fire exit locked located s parking ng Our Lady of Immaculate Conception.,public_safety
"Concerned lang po kami sa mga bata, catcalling complaint San Francisco.",public_safety
"Shoutout sa LGU, rat infestation in market inside the vicinity of Our Lady of Immaculate Conception. Please actionan agad.",sanitation
Please be informed that there is flu pagkxlat in area namin at Calauag.,health
Good day. Requesting assistance: humps masyadong mataas Triangulo.,infrastructure
Urgent: double parking s main road across Puregold.,traffic
"Grabe naman, garden waste pickup dito malapit sa St. John Hospital! Ano na??",waste_management
"Concerned lang po kami dito sa mga bata, mnwd waxer interruption across Balatas.",utilities
"Grabe naman, transport strike update dito Balatas! Ano na??",traffic
This is a notification about truck hit wire happening at Carolina.,utilities
"Concerned lang po kami dito sa mga bata, hazardous waste disposal across San Francisco Church.",waste_management
Good day. Requesting assistance: kelan ang schedule ng hakot Dayangdang.,waste_management
humihingi po kami ng saklolo dahil street name painted over sa peñafrancia.,infrastructure
Formal complaint: deworming schedule located Dinaga.,health
Good day. Requesting assistance: illegal gambling tupada malapit sa Peñafrancia Shrine.,public_safety
"KAMI PO AY TAGA FRONT OF CONCEPCION PEQUEÑA, RAISE NG CONCERN KO LANG NA TERRORIST SUSPICION.",public_safety
IPAALAM KO LNG POULTRY FLY INFESTATION S PARKING NG NAGA IMAGING CENTER.,sanitation
Report ko lng dirty water supply from faucet inside the vicinity of Diversion Road commercial area.,utilities
I would like to report that amoy imbornal ang paligid Calauag.,sanitation
Report ko lng pay per view not working inside the vicinity of Ago Foundation.,utilities
"Shoutout sa LGU, agency fee exorbitant near the gate of Brentwood College. Please actionan agad.",employment
Huy pansinin niyo naman to. meter reading error complaint Triangulo. Nakaka-stress!,utilities
HUY PANSININ NIYO NAMAN TO. KULIGLIG ON MAIN ROAD SA TAPAT NG CAMARINES SUR NATIONAL HIGH SCHOOL. NAKAKA-STRES!,traffic
"Ask ko lang po kung may action na, online scammer location kasi dito sa parking ng University of Nueva Caceres (UNC).",public_safety
Nais ko pong ipagbigay alam na trapik rerouting kalituhan sa Tabuco.,traffic
Urgent: adoption process inquiry near the gate of Naga Parochial School.,social_services
"Ask ko lang po kung may action na, sexual harassment in public kasi dito Sabang.",public_safety
I would like to report that unsanitary street food vendors Santa Cruz.,sanitation
Report ko lng resume writing assistance Igualdad.,employment
"Concerned lang po kami sa mga bata, number coding violation San Francisco.",traffic
Maari po bang aksyunan ang vomit on sidewalk dito sa sa parking ng LTO Naga.,sanitation
Good day. Requesting assistance: meat section unsanitary along Police Station 1.,sanitation
Report ko lng substandard road project across Pacol.,infrastructure
Good day. Requesting assistance: hospital waste mixed with trash Mabolo.,sanitation
"Ask ko lang po kung may action na, budget for road missing kasi dito Igualdad.",infrastructure
"Kami po ay taga front of Naga Central School, raise ng concern ko lang na traffic adjudication office.",traffic
Good day. Requesting assistance: bus emitting black smoke Sabang.,traffic
This is a notification about cats opening basura bags situated at Tabuco.,waste_management
Humihingi po kami ng tulong dahil tubig lily blocking tulay sa Balatas.,infrastructure
"Lala naman, fiber cut report dito Panicuason! Ano na??",utilities
"Kami po ay taga Bagumbayan, report ko lang na endo contract renewal.",employment
"grabe naman, encroachment on sidewalk dito sa may biscast! ano na??",infrastructure
"Shoutout sa LGU, dole complaint filing inside the vicinity of Naga College Foundation (NCF). Plexse actionan agad.",employment
"Shoutout sa may LGU, modem replacement request malapit dito sa San Francisco Chrch. Please actionan agad.",utilities
"Shoutut sa LGU, tree touching wire inside the vicinity of Cararayan. Kindly actonan agad.",utilities
Huy pansinin niyo naman to. unannounced water interruption malapit sa Robinsons Place. Nakaka-stress!,utilities
Please be informed that there is casureco brownout iskedyul at Abella.,utilities
"Ask ko lang po kung may action na, lying-in clinic closed kasi dito sa may may Naga Parochial School.",health
Pakitignan naman po ang no benefits na given sa Pacol. Salamat.,employment
FOMAL COMPLAINT: CALL CENTER HIRING LOCATED SA MAY CAPITOL.,employment
I wxuld like to report that hanging on jeepney inside the vicinity of Naga Central School.,traffic
"Grabe naman, delivery truck blocking road dito beside St. John Hospital! Ano na??",traffic
"Kami po ay taga Dinaga, report ko lang na contractor ran away.",infrastructure
I would like to report that libre sakay schedule beside Naga Central School.,traffic
I would like to report that estero rangers inactive sa parking ng Mother Seton Hospital.,waste_management
"Shoutout near LGU, swig set dangerous s parking ng NICC Doctors Hospital. Please actionan agad.",infrastructure
good day. requesting assistance: e-waste disposl where near may peñafrancia shrine.,waste_management
"SHOUTOUT SA LGU, SCAFFOLDING COLLAPSE PEÑAFRANCIA. PLEASE ACTIONAN AGAD.",public_safety
This is a notification about swerving paglabag happening at Concepcion Pequeña.,traffic
"Ask ko lang po kung may action na, texting while driving kasi dito sa parking ng Naga City Hospital.",traffic
Concern: comelec satellite office observed in Peñafrancia. Please investigate.,social_services
"Kami po ay taga San Franciscx, reklamo ko lang na 4ps gambling money.",social_services
"Kami po ay taga Peñafrancia, reklamo ko lang na swing set dangerous.",infrastructure
Good day. Requesting assistance: wala pa kaming natatangxap na ayuda Igualdad.,social_services
Urgent: garbage collector rude Mabolo.,waste_management
We demand support with basketball court broken ring around Dayangdang.,infrastructure
Alert: hearing aid tulong detected at at the parking of Metropolitan Cathedral.,social_services
"Concerned lang po kami s mga bata, looking for summer job for students along Gaisano Mall.",employment
"Ask ko lang po kung may action na, fire extinguisher missing kasi dito sa likod ng Carmelite Monastery.",public_safety
Formal complaint: waste picker complaint locatd malapit sa Iglesia ni Cristo.,waste_management
"Grabe naman, burning rubber smell dito near the gate of Santa Cruz! Ano na??",waste_management
Urgent: styrofam pollution Concepcion Grande.,waste_management
"Concerned lang po kami sa mga bata, road obstruction by vendors Calauag.",traffic
Urgent: solo parent leave benefit Bagumbayan.,social_services
Help. plastic straw ban inquiry Cararayan. Pls fix.,waste_management
Kailan po maaayos ang health advisory request sa near the gate of Concepcion Pequeña Elementary School?,health
Concern: unpaid overtime pay observed in Del Rosario. Could you please investigate.,employment
"Grabe naman, delivery truck blocking road dito Sabang! Ano na??",traffic
Please be informed that there is unannounced tubig kawalan at across Plaza Medica.,utilities
"Grabe naman, recyclable collection schedule dito front of Our Lady of Immaculate Conception! Ano na??",waste_management
Huy pansinin niyo naman to. basura patrol report Triangulo. Nakaka-stress!,waste_management
Please be infomed that there is tubig tank leaking at Bagumbayan.,utilities
I would like to raise ng concern that tooth extraction schedule Abella.,health
"Kami po ay taga Balatas, file ng complaint ko lang na sira ang bubong ng waiting shed.",infrastructure
"Concerned lang po kami sa mga bata, cockroach in restaurant malapit sa City Hall.",sanitation
Formal complaint: drainage disconnected located near the gate of Peñafrancia.,infrastructure
I wxuld like to raise ng concern that basura patrol report sa likod ng BISCAST.,waste_management
Urgent: tanod sleeping on duty Del Rosrio.,public_safety
Formal complaint: di hinahakot ang nabubulok located dito sa tapat ng Ago Foundation.,waste_management
"Shoutout sa LGU, kidnapping attempt Santa Cruz. Sana actionan agad.",public_safety
We demand help with seesaw sira around behind Puregold.,infrastructure
Pakitignan naman po ang depression hotline tanong sa sa may Hall of Justice. Salamat.,health
"Shoutout sa LGU, fake id usage San Francisco. Kindly actxonan agad.",public_safety
Help. no entry violation reports Del Rosrio. Pls fix.,traffic
Good day. Requesting assistance: tanod sleeping on duty near the gate of Cararayan.,public_safety
Urgent: drowning incident first aid Calauag.,health
Nais ko pong ipagbigay alam na missed koleksyon again sa Carolina.,waste_management
"Kami po ay taga sa may tapat ng Brentwood College, report ko lang na utility pole obstruction.",utilities
Urgent: blood stains on road Del Rosrio.,sanitation
Formxl complaint: truck ban inquiry time located Dayangdang.,traffic
Urgent: nuse shift complaint near the gate of BISCAST.,health
I would like to report that basura patrol report sa may likod ng Dinaga.,waste_management
Concern: illegal dismissal reklamo observed in inside the vicinity of Magsaysay Food Strip. Please investigate.,employment
Help. job portal city hall along City Health Office. Pls fix.,employment
"Grabe nxman, fire hydrant blocked dito malapit sa Carmelite Monastxry! Ano na??",public_safety
Formal complaint: jeepney strike stranded located Bagumbayan.,traffic
Formal complaint: elevator stuck located beside Concepcion Pequeña Elementary School.,public_safety
Huy pansinin niyo naman to. solo parent benefits inquiry Tabuco. Nakaka-stress!,social_services
"Kami po ay taga Lerma, report ko lang na police response slow.",public_safety
HUY PANSININ NIYO NAMAN TO. LEACHATE CONTAMINATION NEAR THE GATE OF CAPITOL. NAKAKA-STRESS!,waste_management
Urgent: conduction sticker missing Tringulo.,traffic
Report ko lng paternity leave refused Bagumbayan.,employment
"Ask ko lang po kung may action na, discrimination against lgbt at work kasi dito Calauag.",employment
Maari po bang aksyunan ang smoke belching truck dito sa beside Basilica Minore.,traffic
I am writing to formally report agency fee exorbitant in Tinago.,employment
Urgent: heart center referral along Naga Parochial School.,health
Maari po bang aksyunan ang smoke alarm sira dito sa sa parking ng Naga Central School.,public_safety
Good day. Requesting assistance: pedestrian not respected front of Peñafrancia Shrine.,traffic
"Ask ko lang po kung may action na, illegal dumping site sa vacant lot kasi dito Peñafrancia.",waste_management
"shoutout sa lgu, jeepney cutting trip violation along bicol medical centxr (bmc). please actionan agad.",traffic
REPORT KO LNG DROWNING INCIDENT FIRST AID BESIDE GAISNO MALL.,health
Urgent: fogging schedule s likod ng Naga City Science High School.,health
Huy pansinin niyo naman to. illegal structure on road beside San Felipe. Nakaka-stress!,infrastructure
"Tulungan niyo kami sa inside the vicinity of Our Lady of Immaculate Conception, chemical spill hazard.",public_safety
"Ask ko lang po kung may action na, kidnapping attempt kasi dito Balatas.",public_safety
Report ko lng sexior citizen booklet beside BISCAST.,social_services
"Shoutout dito sa LGU, illegal possession of firearms Calauag. Sana actionan agad.",public_safety
Help. lubog ng kalsda Pacol. Pls fix.,infrastructure
Urgent: stay-in helper abuse Dayngdng.,employment
"ask ko lang po kung may action na, scrap metal messy kasi dito near the gate of cararayan.",waste_management
"Pakiusap, may garbage collector asking money sa Dinagx.",waste_management
Good day. Requesting assistance: harassment in workplace Santa Cruz.,employment
I would like to report that structural integrity doubt San Isidro.,infrastructure
"Shoutout sa LGU, street sign missing Carolina. Please actionan agad.",infrastructure
"Grabeh naman, balay silangan status dito San Isidxo! Ano na??",social_services
KAILAN PO MAAAYOS ANG CONDUCTION STICKER MISSING SA FRONT OF IGLESIA NI CRISTO?,traffic
Huy pansinin niyo naman to. requesting police visibility along Concepcion Pequeña Elementary School. Nakaka-stress!,public_safety
Formal complaint: illegal dismissal complaint located Cararayan.,employment
REKLAMO KO LNG DIALYSIS ASSISTANCE REQUEST INSIDE THE VICINITY OF CONCEPCION PEQUEÑA ELEMENTARY SCHOOL.,health
"Ask ko lang po kung may action na, mass wedding schedule kasi dito Carolina.",social_services
"Shoutout s LGU, inom sa kalsada hanggang madaling araw Santa Cruz. Please actionan agad.",public_safety
Concern: comelec satellite office observed in Panicuason. Please investigate.,social_services
"Concerned lang po kami sa mga bata, styrofoam pollution Concepcion Pequeña.",waste_management
Huy pansinxn niyo naman to. fuse cutout exploded Concepcion Grande. Nakaka-stress!,utilities
Kindly look into Tinxgo due to barangay clearance fee.,social_services
Huy pansinin niyo naman to. illegal gambling tupada Del Rosxrio. Nakaka-stress!,public_safety
Pakitignan naman po ang relief operation iskedyul sa sa parking ng Magsaysay Food Strip. Salamat.,social_services
I would like to report that labor inspector request Triangulo.,employment
Concern: contract of service issue observed in inside the vicinity of Plaza Medica. Please investigate.,employment
Maari po bang aksyunan ang termite infested post dito sa Igualdad.,utilities
I would like to ipaalam that sobrang dilim ng eskinita malapit sa Carolina.,public_safety
"Ask ko lang po kung may action na, cat eyes missing kasi dito San Francisco.",infrastructure
Helppp. child labor ireport Peñafrancia. Pls fix.,employment
I would like to sumbong that junk shop complaint malapit sa Ago Foundation.,waste_management
I am writing to formally report driver bondary system in Cararayan.,employment
I would like to report that online scammer location San Isidro.,public_safety
Ipaalam ko lng meat section unsnitary across Fire Station.,sanitation
"Tulungan niyo kami sa Balatas, there is cut na cable in road.",utilities
"Kami po ay taga across Ateneo de Naga, reklamo ko lang na overseas employment listing.",employment
Please be informed that there is madumi fingernails server at Panicuason.,sanitation
Tabang. dialysis assistance request s parking ng Naga Central School. Pls fix.,health
"Concerned lang po kami dito sa mga bata, penalty for littering inquiry along San Felipe.",waste_management
Kindly check front of Cararayan due to rape attempt sumbong.,public_safety
"Shoutout sa LGU, handling food with bare hands sa parking ng Carmelite Monastery. Please actionan agad.",sanitation
"Concerned lang po kami loc: mga bata, dead spot area for globe/smart Calauag.",utilities
"grabe naman, amoy ihi ang pader dito san francisco! ano na??",sanitation
Report ko lng fire exit locked Dayngdng.,public_safety
Report ko lng snitize waiting shed Panicuason.,sanitation
"Ask ko lang po kung may action na, di hinahakot ang nabubulok kasi dito Lerma.",waste_management
Report ko lng cannot receive otp s may Naga City Hospital.,utilities
"Pakiusap, may hazard pay tanong sa inside the vicinity of Robinsons Place.",employment
"Ask ko lang po kung may action na, estero rangers inactive kasi dito sa parking ng Naga College Foundation (NCF).",waste_management
"Grabe naman, requesting police visibility dito malapit sa Naga City Science High School! Ano na??",public_safety
Formal complaint: dirty fingernails server located near tapat ng City Health Office.,sanitation
Huy pansinin niyo naman to. free tablet for students Lerma. Nakaka-stress!,social_services
Help. ano oras ng next job fair Bagumbayan. Pls fix.,employment
"Shoutout sa LGU, substandard road project front of Dinaga. Please actionan agad.",infrastructure
"Kami po ay taga sa parking ng Naga Cllege Foundation (NCF), raise ng concern ko lang na monitor lizard in ceiling.",public_safety
Helppp. illegal dumping site s vacant lot malapit s Metropolitan Cathedral. Pls fix.,waste_management
I would like to ipaalam that open manhole danger near the gate of Deca Homes area.,infrastructure
"GRABE NAMAN, CROSSWALK BLOCKED DITO SAN ISIDRO! ANO NA??",traffic
Urgent: chicken pox spreadixg Cararayan.,health
HUY PANSININ NIYO NAMAN TO. CHILD ABUSE SHOUTING TINAGO. NAKAKA-STRESS!,public_safety
Good day. Requesting assistance: drowning risk in river Tabuco.,public_safety
"Ask ko lang po kung may action na, air lock in water pipe kasi dito s parking ng City Hall.",utilities
Nais ko pong ipagbigay alam na livelihood program for moms sa Liboton.,employment
sumbong ko lng fire exit locked peñafrancia.,public_safety
Nais ko pong ipagbigay alam na drowning risk in river sa Dayangdang.,public_safety
"shoutout sa lgu, may patay na daga near daan inside the vicinity of bxcol central station. please actionan agad.",sanitation
Urgent: barngay health worker rude Tinago.,health
"Shoutout sa LGU, bus terminal chaotic front of Public Market. Please actionan agad.",traffic
"Tindi naman, dead cat on street dito sa may Iglesia ni Cristo! Ano na??",sanitation
"Shoutout loc: LGU, 4ps pawning cash card beside Puregold. Please actionan agad.",social_services
Good day. Requesting assistance: zero pa kaming natatanggap na ayuda across Naga City Science High School.,social_services
Huy pansinin niyo naman to. choking emergency Bagumbayan. Nakaka-stress!,health
Formal complaint: flashing incident located Carolina.,public_safety
I noticed malasakit center requirements in San Isidro. Hoping for action.,health
kindly check front of mother seton hxspital due to submerged the street.,infrastructure
"kami po ay taga inside the vicinity of tinago, reklamo ko lang na tree cutting debris.",waste_management
IPAALAM KO LNG MAY SUNOG S RESIDENTIAL AREA CALAUAG.,public_safety
We ask you to be informed that there is insulator sira at near Igualdad.,utilities
Huy pansinin niyo naman to. respiratory infection surge inside the vicinity of City Hall. Nakaka-stress!,health
"Ask ko lang po kung may action na, pwd accessibility ramp kasi dito near parking ng Metropolitan Catedral.",social_services
Formal complaint: bomb threat received located near the gate of Carmelite Monastery.,public_safety
Huy pansinin niyo naman to. cane for blind request front of Sabang. Nakaka-stress!,social_services
huy pansinin niyo naman to. drag racing car near the gate of naga college foundation (ncf). nakaka-stress!,traffic
REPORT KO LNG SUMABOG NG TRANSFORMER LERMA.,utilities
Good day. Requesting assistance: fruit peelings scattered Panicuason.,sanitation
Good day. Requesting assistance: overgrown weeds hiding trash across Basilica Minore.,sanitation
"Grabe naman, tapon basura kahit saan dito near the gate of Bicol Medical Center (BMC)! Ano na??",waste_management
Humihingi po kami ng saklolo dahil high tubig bill sa Calauag.,utilities
Saklolo. grass cutting request inside the vicinity of Mother Seton Hospital. Pls fix.,sanitation
"Shoutout near LGU, balay silangan status beside Naga Parochial School. Please actionan agad.",social_services
Report ko lng hearing aid assistance Balatas.,social_services
Urgent: playground equipment broken Panicuason.,infrastructure
Help. drowning incident first aid Santa Cruz. Pls fix.,health
Urgent: nagsusunog ng plastic ng kapitbahay near the gate of San Francisco Church.,waste_management
Help. stage renovation request San Francisco. Pls fix.,infrastructure
Huy pansinin niyo naman to. garbage truck noisy Pacol. Nakaka-stress!,waste_management
Formal complaint: chemical spill hazard located Igualdad.,public_safety
I would like to report that ubos na ang gamot sa may center across Barangay Hall.,health
Urgent: truck ban inquiry time San Isidro.,traffic
I would like to report that voter registration schedule Santa Cruz.,social_services
"Kami po ay taga near the gate of LCC Mall, report ko lang na insulator broken.",utilities
"Shoutout sa LGU, wild monkey aggressive near the gate of Abella. Plese actionan agad.",public_safety
Report ko lng e-trike regulation inside the vicinity of Naga City Science High School.,traffic
"KAMI PO AY TAGA SA MAY TINAGO, RAISE NG CONCERN KO LANG NA SEXUAL HARASSMENT IN PUBLIC.",public_safety
"Kami po ay taga sa may Dayangdang, sumbong ko lang na street name painted over.",infrastructure
"Kami po ay taga malapit sa Cararayan, report ko lang na ofw assist desk.",employment
Reklamo ko lng tree branches hitting wire malapit s San Francisco Church.,infrastructure
Raise ng concern ko lng overloading jeep San Isidro.,traffic
Formal complaint: cat bite incident located beside Public Market.,health
Help. scrap metal messy inside the vicinity of Mother Seton Hospital. Pls fix.,waste_management
Formal complaint: insulin for diabetes unavailable located Concepcion Grande.,health
"Sobra naman, nrcp clearance inquiry dito near the gate of Tinago! Ano na??",employment
Nais ko pong ipagbigay alam na nrcp clearance taxong sa Dayangdang.,employment
Ipaalam ko lng post obstructing way s parking ng San Francisco Church.,infrastructure
Maari po bang aksyunan ang human trafficking suspicion dito sa Cararayan.,public_safety
"Shxutout sa LGU, unfinished government building inside the vicinity of Capitol. Please actionan agad.",infrastructure
Formal complaint: may patay na daga near daan located Concepcion Pequeña.,sanitation
We need help with drainage disconnected around Balatas.,infrastructure
"Ask ko lang po kung may action na, riverbank eroding kasi dito along Dinaga.",infrastructure
Urgent: walng doctor s health center inside the vicinity of Naga Central School.,health
"Concerned lang po kami sa mga bata, vendor on bike lane San Fexipe.",traffic
Formal complaint: school building condemned located Igualdad.,infrastructure
"Shoutout sa LGU, pldt down no service across Fire Station. Please actionan agad.",utilities
"Pakiusap, may rusty tubig form faucet sa across Carmelite Monastery.",sanitation
This is a notification about fake id usage occurring at Pacol.,public_safety
I would like to report that mabaho ang mrF Triangulo.,waste_management
We need immediate action with did not pass the garbage truck around inide the vicinity of Our Lady of Immaculate Conception.,waste_management
"sobra naman, mosquito breeding ground dito panicuason! ano na??",sanitation
Help. packet loss internet Lerma. Pls fix.,utilities
Good day. Requesting assistance: ubos na ang gamot sa center along LCC Mall.,health
"lala naman, medical exam for work dito santa cruz! ano na??",employment
Huy pansinin niyo naman to. substation noise inside the vicinity of Brentwood College. Nakaka-stress!,utilities
THIS IS A NOTIFICATION ABOUT THERE IS NAKAGAT OF DOG LOCATED AT DAYANGDANG.,health
This is a notification about piled up na trash in street located at along City Health Office.,sanitation
"Shoutout sa LGU, wite elephant building Bagumbayan. Paki actionan agad.",infrastructure
I would like to report that vawc desk assistance needed beside Puregold.,social_services
"Shoutxut sa LGU, bumabaha tuwing umulan Sata Cruz. Please actionan agad.",infrastructure
Urgent: bus emitting black smoke Lerma.,traffic
Huy pansinin niyo naman to. milk feeding program Del Rosario. Nakaka-stress!,social_services
"Concerned lang po kami near mga bata, indigent certification sa tapat ng Balatas.",social_services
"CONCERNED LANG PO KAMI LOC: MGA BATA, SPECIAL WASTE HANDLING SABANG.",waste_management
"Grabe naman, playground equipment broken dito near the gate of LCC Mall! Ano na??",infrastructure
"Concerned lang po kami sa mga bata, requesting ambulance assistance Mabolo.",health
Formal complaint: diapers thrown in canal located Abella.,sanitation
Sumbong ko lng holdup incident report San Felipe.,public_safety
Help. drug rehabilitation referral Sabng. Pls fix.,social_services
Good day. Requesting assistance: 4ps beneficiary inquiry near the gate of BISCAST.,social_services
"Concerned lang po kami sa mga bata, waste picker complaint across St. John Hospital.",waste_management
"Ask ko lang po kung may action na, maggots in garbage pile kasi dito Sabang.",sanitation
This is a notification about mury river tubig located at at the parking of Police Station 1.,sanitation
Help. counter-flow na tricycle Dinaga. Pls fix.,traffic
Formal complaint: playground equxpment broken located San Iidro.,infrastructure
